Month,House,Attribute,0,1,2,3,4
0,1,demands,600,2000,120,1700,900
0,1,durations,7,3,2,4,2
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,8000,1000,10000,8000,8000
0,1,predecessors,2,3,-1,-1,-1
0,1,successors,3,4,-1,-1,-1
0,1,prec_delays,127,26,-1,-1,-1
0,1,preferred_starts,121,88,44,115,126
1,1,astart - ogsa,121,21,44,115,126
1,1,astart - Gecode,121,21,44,115,126
2,1,astart - ogsa,121,6,44,115,126
2,1,astart - Gecode,121,6,44,115,126
3,1,astart - ogsa,121,18,44,117,126
3,1,astart - Gecode,121,18,44,117,126
4,1,astart - ogsa,121,21,44,115,126
4,1,astart - Gecode,121,21,44,115,126
5,1,astart - ogsa,123,21,43,115,126
5,1,astart - Gecode,123,21,43,115,126
6,1,astart - ogsa,123,24,44,128,135
6,1,astart - Gecode,123,24,44,123,129
7,1,astart - ogsa,125,21,44,135,139
7,1,astart - Gecode,125,21,44,126,130
8,1,astart - ogsa,126,24,44,89,119
8,1,astart - Gecode,126,24,44,95,125
9,1,astart - ogsa,125,27,44,87,117
9,1,astart - Gecode,125,27,44,96,126
10,1,astart - ogsa,125,21,44,128,132
10,1,astart - Gecode,125,21,44,126,130
11,1,astart - ogsa,123,12,44,128,132
11,1,astart - Gecode,123,12,44,123,127
12,1,astart - ogsa,126,18,44,128,132
12,1,astart - Gecode,126,18,44,119,126
0,2,demands,6000,1500,140,35,1200
0,2,durations,4,6,1,6,3
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,9000,3000,8000,6000,4000
0,2,predecessors,0,2,3,-1,-1
0,2,successors,1,3,4,-1,-1
0,2,prec_delays,6,125,40,-1,-1
0,2,preferred_starts,61,91,0,121,132
1,2,astart - ogsa,20,24,0,121,129
1,2,astart - Gecode,20,24,0,121,129
2,2,astart - ogsa,6,16,0,121,135
2,2,astart - Gecode,6,16,0,121,135
3,2,astart - ogsa,20,24,0,121,135
3,2,astart - Gecode,15,19,0,121,135
4,2,astart - ogsa,23,27,0,121,129
4,2,astart - Gecode,20,24,0,121,129
5,2,astart - ogsa,21,25,0,121,129
5,2,astart - Gecode,21,25,0,121,129
6,2,astart - ogsa,23,27,0,121,129
6,2,astart - Gecode,23,27,0,121,129
7,2,astart - ogsa,23,27,0,121,135
7,2,astart - Gecode,20,24,0,121,135
8,2,astart - ogsa,26,30,0,121,135
8,2,astart - Gecode,23,27,0,121,135
9,2,astart - ogsa,26,30,0,121,135
9,2,astart - Gecode,24,28,0,121,135
10,2,astart - ogsa,20,24,0,121,129
10,2,astart - Gecode,20,24,0,121,129
11,2,astart - ogsa,14,18,0,121,135
11,2,astart - Gecode,72,82,0,121,135
12,2,astart - ogsa,20,24,0,121,132
12,2,astart - Gecode,17,21,0,121,132
0,3,demands,50,2400,2000,150,68
0,3,durations,2,4,6,3,2
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,0,3000,9000,0,7000
0,3,predecessors,1,-1,-1,-1,-1
0,3,successors,2,-1,-1,-1,-1
0,3,prec_delays,23,-1,-1,-1,-1
0,3,preferred_starts,52,39,130,104,102
1,3,astart - ogsa,20,20,24,21,108
1,3,astart - Gecode,15,128,132,15,108
2,3,astart - ogsa,6,6,21,6,102
2,3,astart - Gecode,6,128,132,6,102
3,3,astart - ogsa,19,20,47,17,102
3,3,astart - Gecode,15,126,130,15,102
4,3,astart - ogsa,21,23,27,21,102
4,3,astart - Gecode,21,122,126,21,102
5,3,astart - ogsa,21,21,25,21,102
5,3,astart - Gecode,21,20,24,21,102
6,3,astart - ogsa,24,23,27,24,102
6,3,astart - Gecode,24,20,24,24,102
7,3,astart - ogsa,20,23,27,19,102
7,3,astart - Gecode,18,20,24,18,102
8,3,astart - ogsa,25,26,30,24,102
8,3,astart - Gecode,24,20,24,24,102
9,3,astart - ogsa,27,26,30,27,102
9,3,astart - Gecode,27,74,87,27,102
10,3,astart - ogsa,21,20,24,21,102
10,3,astart - Gecode,21,126,130,21,102
11,3,astart - ogsa,12,14,24,10,102
11,3,astart - Gecode,9,128,132,9,102
12,3,astart - ogsa,17,20,24,17,102
12,3,astart - Gecode,15,126,130,15,102
0,4,demands,72,2400,80,72,700
0,4,durations,2,5,2,5,2
0,4,earliest_starts,0,0,0,0,0
0,4,latest_ends,143,143,143,143,143
0,4,care_factors,1000,4000,2000,3000,5000
0,4,predecessors,0,0,2,-1,-1
0,4,successors,1,2,4,-1,-1
0,4,prec_delays,109,106,119,-1,-1
0,4,preferred_starts,41,120,61,93,132
1,4,astart - ogsa,41,129,61,88,132
1,4,astart - Gecode,41,129,61,88,132
2,4,astart - ogsa,42,133,61,102,132
2,4,astart - Gecode,42,133,61,102,132
3,4,astart - ogsa,42,127,61,93,132
3,4,astart - Gecode,42,127,61,93,132
4,4,astart - ogsa,42,127,61,93,130
