Month,House,Attribute,0,1,2,3,4
0,1,demands,300,120,56,2400,2200
0,1,durations,7,2,3,8,3
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,7000,8000,4000,9000,3000
0,1,predecessors,-1,-1,-1,-1,-1
0,1,successors,-1,-1,-1,-1,-1
0,1,prec_delays,-1,-1,-1,-1,-1
0,1,preferred_starts,109,124,49,16,52
1,1,astart - ogsa,109,124,49,16,21
1,1,astart - Gecode,109,124,49,16,21
1,1,astart - Gurobi,109,124,49,16,21
2,1,astart - ogsa,109,124,49,16,6
2,1,astart - Gecode,109,124,49,16,6
2,1,astart - Gurobi,109,124,49,16,6
3,1,astart - ogsa,109,124,49,16,21
3,1,astart - Gecode,109,124,49,16,21
3,1,astart - Gurobi,109,124,49,16,21
4,1,astart - ogsa,111,124,49,16,24
4,1,astart - Gecode,111,124,49,16,24
4,1,astart - Gurobi,111,124,49,16,24
5,1,astart - ogsa,111,124,49,18,21
5,1,astart - Gecode,111,124,49,18,21
5,1,astart - Gurobi,111,124,49,18,21
6,1,astart - ogsa,111,124,49,18,24
6,1,astart - Gecode,111,124,49,18,24
6,1,astart - Gurobi,111,124,49,18,24
7,1,astart - ogsa,110,124,49,16,24
7,1,astart - Gecode,110,124,49,16,24
7,1,astart - Gurobi,110,124,49,16,24
8,1,astart - ogsa,98,124,49,18,27
8,1,astart - Gecode,98,124,49,18,27
8,1,astart - Gurobi,98,124,49,18,27
9,1,astart - ogsa,98,124,49,16,27
9,1,astart - Gecode,98,124,49,16,27
9,1,astart - Gurobi,98,124,49,16,27
10,1,astart - ogsa,114,124,49,16,21
10,1,astart - Gecode,114,124,49,16,21
10,1,astart - Gurobi,114,124,49,16,21
11,1,astart - ogsa,109,124,49,13,15
11,1,astart - Gecode,109,124,49,13,15
11,1,astart - Gurobi,109,124,49,13,15
12,1,astart - ogsa,117,124,49,16,21
12,1,astart - Gecode,117,124,49,16,21
12,1,astart - Gurobi,117,124,49,16,21
0,2,demands,80,62,900,2000,650
0,2,durations,1,4,2,3,7
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,7000,5000,3000,9000,2000
0,2,predecessors,1,-1,-1,-1,-1
0,2,successors,3,-1,-1,-1,-1
0,2,prec_delays,91,-1,-1,-1,-1
0,2,preferred_starts,33,10,46,114,75
1,2,astart - ogsa,33,10,46,78,17
1,2,astart - Gecode,33,19,43,114,17
1,2,astart - Gurobi,33,19,46,114,17
2,2,astart - ogsa,33,10,46,105,17
2,2,astart - Gecode,33,19,46,114,17
2,2,astart - Gurobi,33,19,46,114,17
3,2,astart - ogsa,33,10,46,105,75
3,2,astart - Gecode,33,13,46,108,75
3,2,astart - Gurobi,33,13,46,108,75
4,2,astart - ogsa,33,10,43,102,21
4,2,astart - Gecode,33,19,43,114,21
4,2,astart - Gurobi,33,19,43,114,21
5,2,astart - ogsa,33,10,28,96,21
5,2,astart - Gecode,33,19,28,114,21
5,2,astart - Gurobi,33,19,28,114,21
6,2,astart - ogsa,33,10,31,87,23
6,2,astart - Gecode,33,19,31,114,23
6,2,astart - Gurobi,33,19,31,114,23
7,2,astart - ogsa,33,10,28,90,23
7,2,astart - Gecode,33,10,28,90,23
7,2,astart - Gurobi,33,10,28,90,23
8,2,astart - ogsa,33,10,28,90,23
8,2,astart - Gecode,33,10,28,90,23
8,2,astart - Gurobi,33,10,28,90,23
9,2,astart - ogsa,33,10,28,87,75
9,2,astart - Gecode,33,10,28,87,75
9,2,astart - Gurobi,33,10,28,87,75
10,2,astart - ogsa,33,10,46,90,75
10,2,astart - Gecode,33,10,46,90,75
10,2,astart - Gurobi,33,10,46,90,75
11,2,astart - ogsa,33,10,46,102,75
11,2,astart - Gecode,33,10,46,102,75
11,2,astart - Gurobi,33,10,46,102,75
12,2,astart - ogsa,33,10,43,102,17
12,2,astart - Gecode,33,25,43,120,17
12,2,astart - Gurobi,33,25,43,120,17
0,3,demands,2100,300,2400,20,15
0,3,durations,7,4,1,3,1
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,3000,2000,3000,5000,7000
0,3,predecessors,0,-1,-1,-1,-1
0,3,successors,1,-1,-1,-1,-1
0,3,prec_delays,73,-1,-1,-1,-1
0,3,preferred_starts,25,82,39,91,82
1,3,astart - ogsa,17,77,29,91,82
1,3,astart - Gecode,17,77,29,91,82
1,3,astart - Gurobi,17,77,29,91,82
2,3,astart - ogsa,6,74,23,91,82
2,3,astart - Gecode,6,74,23,91,82
2,3,astart - Gurobi,6,74,23,91,82
3,3,astart - ogsa,17,82,23,91,82
3,3,astart - Gecode,17,82,23,91,82
3,3,astart - Gurobi,17,82,23,91,82
4,3,astart - ogsa,20,82,29,91,82
4,3,astart - Gecode,20,82,29,91,82
4,3,astart - Gurobi,20,82,29,91,82
5,3,astart - ogsa,21,82,29,91,82
5,3,astart - Gecode,21,82,29,91,82
5,3,astart - Gurobi,21,82,29,91,82
6,3,astart - ogsa,20,82,26,91,82
6,3,astart - Gecode,20,82,26,91,82
6,3,astart - Gurobi,20,82,26,91,82
7,3,astart - ogsa,20,82,29,91,82
7,3,astart - Gecode,20,82,29,91,82
7,3,astart - Gurobi,20,82,29,91,82
8,3,astart - ogsa,23,82,29,91,82
8,3,astart - Gecode,23,82,29,91,82
8,3,astart - Gurobi,23,82,29,91,82
9,3,astart - ogsa,23,82,29,91,82
9,3,astart - Gecode,23,82,29,91,82
9,3,astart - Gurobi,23,82,29,91,82
10,3,astart - ogsa,17,82,23,91,82
10,3,astart - Gecode,17,82,23,91,82
10,3,astart - Gurobi,17,82,23,91,82
11,3,astart - ogsa,11,82,29,91,82
11,3,astart - Gecode,11,82,29,91,82
11,3,astart - Gurobi,11,82,29,91,82
12,3,astart - ogsa,17,71,29,91,82
12,3,astart - Gecode,17,71,29,91,82
12,3,astart - Gurobi,17,71,29,91,82
0,4,demands,38,120,30,11,5
0,4,durations,4,7,2,4,2
0,4,earliest_starts,0,0,0,0,0
0,4,latest_ends,143,143,143,143,143
0,4,care_factors,7000,3000,3000,4000,9000
0,4,predecessors,-1,-1,-1,-1,-1
0,4,successors,-1,-1,-1,-1,-1
0,4,prec_delays,-1,-1,-1,-1,-1
0,4,preferred_starts,89,106,4,9,48
1,4,astart - ogsa,89,108,4,9,48
1,4,astart - Gecode,89,108,4,9,48
1,4,astart - Gurobi,89,108,4,9,48
2,4,astart - ogsa,89,106,4,9,48
2,4,astart - Gecode,89,106,4,9,48
2,4,astart - Gurobi,89,106,4,9,48
3,4,astart - ogsa,89,106,4,9,48
3,4,astart - Gecode,89,106,4,9,48
3,4,astart - Gurobi,89,106,4,9,48
4,4,astart - ogsa,89,111,4,9,48
4,4,astart - Gecode,89,111,4,9,48
4,4,astart - Gurobi,89,111,4,9,48
5,4,astart - ogsa,89,111,4,9,48
5,4,astart - Gecode,89,111,4,9,48
5,4,astart - Gurobi,89,111,4,9,48
6,4,astart - ogsa,89,111,4,9,48
6,4,astart - Gecode,89,111,4,9,48
6,4,astart - Gurobi,89,111,4,9,48
7,4,astart - ogsa,89,98,4,9,48
7,4,astart - Gecode,89,98,4,9,48
7,4,astart - Gurobi,89,98,4,9,48
8,4,astart - ogsa,89,98,4,9,48
8,4,astart - Gecode,89,98,4,9,48
8,4,astart - Gurobi,89,98,4,9,48
9,4,astart - ogsa,89,98,4,9,48
9,4,astart - Gecode,89,98,4,9,48
9,4,astart - Gurobi,89,98,4,9,48
10,4,astart - ogsa,89,104,4,9,48
10,4,astart - Gecode,89,104,4,9,48
10,4,astart - Gurobi,89,104,4,9,48
11,4,astart - ogsa,89,106,4,9,48
11,4,astart - Gecode,89,106,4,9,48
11,4,astart - Gurobi,89,106,4,9,48
12,4,astart - ogsa,89,104,4,9,48
12,4,astart - Gecode,89,104,4,9,48
12,4,astart - Gurobi,89,104,4,9,48
0,5,demands,3600,6000,75,1200,120
0,5,durations,3,2,8,5,4
0,5,earliest_starts,0,0,0,0,0
0,5,latest_ends,143,143,143,143,143
0,5,care_factors,4000,4000,5000,4000,5000
0,5,predecessors,0,-1,-1,-1,-1
0,5,successors,1,-1,-1,-1,-1
0,5,prec_delays,95,-1,-1,-1,-1
0,5,preferred_starts,110,141,91,87,11
1,5,astart - ogsa,129,136,108,75,11
1,5,astart - Gecode,129,136,108,75,11
1,5,astart - Gurobi,129,136,108,75,11
2,5,astart - ogsa,135,139,102,73,11
2,5,astart - Gecode,129,136,102,73,11
2,5,astart - Gurobi,129,136,102,73,11
3,5,astart - ogsa,129,136,91,82,11
3,5,astart - Gecode,129,136,91,82,11
3,5,astart - Gurobi,129,136,91,82,11
4,5,astart - ogsa,129,136,91,73,11
4,5,astart - Gecode,127,130,91,73,11
4,5,astart - Gurobi,127,130,91,73,11
5,5,astart - ogsa,21,25,91,87,11
5,5,astart - Gecode,21,25,91,87,11
5,5,astart - Gurobi,21,25,91,87,11
6,5,astart - ogsa,24,28,91,85,11
6,5,astart - Gecode,22,25,91,85,11
6,5,astart - Gurobi,22,25,91,85,11
7,5,astart - ogsa,24,28,91,84,11
7,5,astart - Gecode,22,25,91,84,11
7,5,astart - Gurobi,22,25,91,84,11
8,5,astart - ogsa,27,31,91,87,11
8,5,astart - Gecode,25,28,91,87,11
8,5,astart - Gurobi,25,28,91,87,11
9,5,astart - ogsa,87,91,91,87,11
9,5,astart - Gecode,75,88,91,87,11
9,5,astart - Gurobi,75,88,91,87,11
10,5,astart - ogsa,129,136,91,76,11
10,5,astart - Gecode,75,130,91,76,11
10,5,astart - Gurobi,75,130,91,76,11
11,5,astart - ogsa,84,136,91,84,11
11,5,astart - Gecode,84,136,91,84,11
11,5,astart - Gurobi,84,136,91,84,11
12,5,astart - ogsa,21,25,96,19,11
12,5,astart - Gecode,129,136,96,19,11
12,5,astart - Gurobi,129,136,96,19,11
0,6,demands,3500,1200,75,20,1200
0,6,durations,4,3,2,4,1
0,6,earliest_starts,0,0,0,0,0
0,6,latest_ends,143,143,143,143,143
0,6,care_factors,7000,10000,0,6000,7000
0,6,predecessors,1,0,-1,-1,-1
0,6,successors,2,4,-1,-1,-1
0,6,prec_delays,61,63,-1,-1,-1
0,6,preferred_starts,6,88,124,127,88
1,6,astart - ogsa,9,78,136,127,76
1,6,astart - Gecode,13,78,129,127,80
1,6,astart - Gurobi,13,78,129,127,80
2,6,astart - ogsa,6,84,136,127,73
2,6,astart - Gecode,6,84,135,127,73
2,6,astart - Gurobi,6,84,135,127,73
3,6,astart - ogsa,12,88,136,127,79
3,6,astart - Gecode,15,88,135,127,82
3,6,astart - Gurobi,16,88,135,127,83
4,6,astart - ogsa,12,88,129,127,79
4,6,astart - Gecode,20,88,129,127,87
4,6,astart - Gurobi,20,88,129,127,87
5,6,astart - ogsa,20,88,130,127,87
5,6,astart - Gecode,21,88,129,127,88
5,6,astart - Gurobi,21,88,129,127,88
6,6,astart - ogsa,18,88,130,127,85
6,6,astart - Gecode,21,88,129,127,88
6,6,astart - Gurobi,21,88,129,127,88
7,6,astart - ogsa,18,88,91,127,85
7,6,astart - Gecode,18,88,91,127,85
7,6,astart - Gurobi,19,88,91,127,86
8,6,astart - ogsa,18,88,91,127,85
8,6,astart - Gecode,21,88,91,127,88
8,6,astart - Gurobi,21,88,91,127,88
9,6,astart - ogsa,15,88,91,127,82
9,6,astart - Gecode,17,88,91,127,84
9,6,astart - Gurobi,17,88,91,127,84
10,6,astart - ogsa,20,88,130,127,87
10,6,astart - Gecode,20,88,129,127,87
10,6,astart - Gurobi,20,88,129,127,87
11,6,astart - ogsa,9,88,135,127,76
11,6,astart - Gecode,11,88,135,127,78
11,6,astart - Gurobi,11,88,135,127,78
12,6,astart - ogsa,9,84,130,127,74
12,6,astart - Gecode,13,84,129,127,80
12,6,astart - Gurobi,13,84,129,127,80
0,7,demands,2400,210,120,1200,52
0,7,durations,1,5,6,4,4
0,7,earliest_starts,0,0,0,0,0
0,7,latest_ends,143,143,143,143,143
0,7,care_factors,8000,9000,8000,8000,4000
0,7,predecessors,0,3,-1,-1,-1
0,7,successors,1,4,-1,-1,-1
0,7,prec_delays,52,56,-1,-1,-1
0,7,preferred_starts,104,137,72,53,57
1,7,astart - ogsa,108,137,72,53,57
1,7,astart - Gecode,108,137,72,53,57
1,7,astart - Gurobi,108,137,72,53,57
2,7,astart - ogsa,104,137,72,53,57
2,7,astart - Gecode,104,137,72,53,57
2,7,astart - Gurobi,104,137,72,53,57
3,7,astart - ogsa,105,137,72,53,57
3,7,astart - Gecode,105,137,72,53,57
3,7,astart - Gurobi,105,137,72,53,57
4,7,astart - ogsa,104,137,72,53,57
4,7,astart - Gecode,104,137,72,53,57
4,7,astart - Gurobi,104,137,72,53,57
5,7,astart - ogsa,101,137,72,26,57
5,7,astart - Gecode,101,137,72,26,57
5,7,astart - Gurobi,101,137,72,26,57
6,7,astart - ogsa,92,137,72,29,57
6,7,astart - Gecode,92,137,72,29,57
6,7,astart - Gurobi,92,137,72,29,57
7,7,astart - ogsa,101,137,72,26,57
7,7,astart - Gecode,101,137,72,26,57
7,7,astart - Gurobi,101,137,72,26,57
8,7,astart - ogsa,104,137,72,26,57
8,7,astart - Gecode,104,137,72,26,57
8,7,astart - Gurobi,104,137,72,26,57
9,7,astart - ogsa,104,137,72,57,61
9,7,astart - Gecode,104,137,72,54,58
9,7,astart - Gurobi,104,137,72,54,58
10,7,astart - ogsa,104,137,72,53,57
10,7,astart - Gecode,104,137,72,53,57
10,7,astart - Gurobi,104,137,72,53,57
11,7,astart - ogsa,104,136,72,53,57
11,7,astart - Gecode,104,136,72,53,57
11,7,astart - Gurobi,104,136,72,53,57
12,7,astart - ogsa,104,137,72,53,57
12,7,astart - Gecode,104,137,72,53,57
12,7,astart - Gurobi,104,137,72,53,57
0,8,demands,72,50,900,5,5000
0,8,durations,5,4,4,4,5
0,8,earliest_starts,0,0,0,0,0
0,8,latest_ends,143,143,143,143,143
0,8,care_factors,7000,4000,0,10000,5000
0,8,predecessors,0,-1,-1,-1,-1
0,8,successors,2,-1,-1,-1,-1
0,8,prec_delays,51,-1,-1,-1,-1
0,8,preferred_starts,108,102,119,109,68
1,8,astart - ogsa,108,108,134,109,19
1,8,astart - Gecode,108,108,129,109,19
1,8,astart - Gurobi,108,108,129,109,19
2,8,astart - ogsa,108,102,134,109,6
2,8,astart - Gecode,108,102,134,109,6
2,8,astart - Gurobi,108,102,134,109,6
3,8,astart - ogsa,108,102,134,109,16
3,8,astart - Gecode,108,102,134,109,16
3,8,astart - Gurobi,108,102,134,109,19
4,8,astart - ogsa,108,102,128,109,22
4,8,astart - Gecode,108,102,128,109,21
4,8,astart - Gurobi,108,102,128,109,22
5,8,astart - ogsa,108,102,128,109,21
5,8,astart - Gecode,108,102,128,109,21
5,8,astart - Gurobi,108,102,128,109,21
6,8,astart - ogsa,108,102,135,109,22
6,8,astart - Gecode,108,102,135,109,22
6,8,astart - Gurobi,108,102,135,109,22
7,8,astart - ogsa,108,102,135,109,20
7,8,astart - Gecode,108,102,135,109,19
7,8,astart - Gurobi,108,102,135,109,22
8,8,astart - ogsa,108,102,135,109,25
8,8,astart - Gecode,108,102,135,109,24
8,8,astart - Gurobi,108,102,135,109,25
9,8,astart - ogsa,108,102,135,109,25
9,8,astart - Gecode,108,102,135,109,25
9,8,astart - Gurobi,108,102,135,109,25
10,8,astart - ogsa,108,102,128,109,19
10,8,astart - Gecode,108,102,128,109,19
10,8,astart - Gurobi,108,102,128,109,19
11,8,astart - ogsa,108,102,134,109,11
11,8,astart - Gecode,108,102,134,109,10
11,8,astart - Gurobi,108,102,134,109,13
12,8,astart - ogsa,108,102,129,109,16
12,8,astart - Gecode,108,102,129,109,16
12,8,astart - Gurobi,108,102,129,109,19
0,9,demands,2300,900,8,2300,650
0,9,durations,2,4,4,5,2
0,9,earliest_starts,0,0,0,0,0
0,9,latest_ends,143,143,143,143,143
0,9,care_factors,7000,8000,10000,4000,1000
0,9,predecessors,0,-1,-1,-1,-1
0,9,successors,4,-1,-1,-1,-1
0,9,prec_delays,44,-1,-1,-1,-1
0,9,preferred_starts,45,80,90,73,56
1,9,astart - ogsa,43,77,90,19,55
1,9,astart - Gecode,43,77,90,19,55
1,9,astart - Gurobi,43,77,90,19,55
2,9,astart - ogsa,43,74,90,19,56
2,9,astart - Gecode,43,74,90,19,56
2,9,astart - Gurobi,43,74,90,19,56
3,9,astart - ogsa,45,80,90,19,56
3,9,astart - Gecode,45,80,90,19,56
3,9,astart - Gurobi,45,80,90,19,56
4,9,astart - ogsa,43,80,90,22,57
4,9,astart - Gecode,43,80,90,22,57
4,9,astart - Gurobi,43,80,90,22,57
5,9,astart - ogsa,28,80,90,21,31
5,9,astart - Gecode,28,80,90,21,31
5,9,astart - Gurobi,28,80,90,21,31
6,9,astart - ogsa,31,80,90,22,34
6,9,astart - Gecode,28,80,90,22,31
6,9,astart - Gurobi,28,80,90,22,31
7,9,astart - ogsa,28,80,90,22,31
7,9,astart - Gecode,26,80,90,22,28
7,9,astart - Gurobi,26,80,90,22,28
8,9,astart - ogsa,28,80,90,25,31
8,9,astart - Gecode,28,80,90,25,31
8,9,astart - Gurobi,28,80,90,25,31
9,9,astart - ogsa,28,80,90,73,63
9,9,astart - Gecode,28,80,90,73,63
9,9,astart - Gurobi,28,80,90,73,63
10,9,astart - ogsa,45,77,90,75,75
10,9,astart - Gecode,45,77,90,75,75
10,9,astart - Gurobi,45,77,90,75,75
11,9,astart - ogsa,28,80,90,72,72
11,9,astart - Gecode,28,80,90,72,72
