Month,House,Gecode,Gurobi,Limit,OGSA,Preferred
1,1,4600,4600,12000,4600,2400
2,1,2400,2400,12000,2400,2400
3,1,4600,4600,12000,4600,2400
4,1,2400,2400,12000,2400,2400
5,1,4600,4600,12000,4600,2400
6,1,4600,4600,12000,4600,2400
7,1,2400,2400,12000,2400,2400
8,1,2400,2400,12000,2400,2400
9,1,2400,2400,12000,2400,2400
10,1,4600,4600,12000,4600,2400
11,1,4600,4600,12000,4600,2400
12,1,4600,4600,12000,4600,2400
1,2,2000,2000,10000,2000,2000
2,2,2000,2000,10000,2000,2000
3,2,2000,2000,10000,2000,2000
4,2,2000,2000,10000,2000,2000
5,2,2000,2000,10000,2000,2000
6,2,2000,2000,10000,2000,2000
7,2,2000,2000,10000,2000,2000
8,2,2000,2000,10000,2000,2000
9,2,2000,2000,10000,2000,2000
10,2,2000,2000,10000,2000,2000
11,2,2000,2000,10000,2000,2000
12,2,2000,2000,10000,2000,2000
1,3,2400,2400,12000,2400,2400
2,3,2400,2400,12000,2400,2400
3,3,4500,4500,12000,4500,2400
4,3,2400,2400,12000,2400,2400
5,3,2400,2400,12000,2400,2400
6,3,4500,4500,12000,4500,2400
7,3,2400,2400,12000,2400,2400
8,3,4500,4500,12000,4500,2400
9,3,4500,4500,12000,4500,2400
10,3,4500,4500,12000,4500,2400
11,3,2400,2400,12000,2400,2400
12,3,2400,2400,12000,2400,2400
1,4,120,120,600,120,120
2,4,120,120,600,120,120
3,4,120,120,600,120,120
4,4,120,120,600,120,120
5,4,120,120,600,120,120
6,4,120,120,600,120,120
7,4,120,120,600,120,120
8,4,120,120,600,120,120
9,4,120,120,600,120,120
10,4,120,120,600,120,120
11,4,120,120,600,120,120
12,4,120,120,600,120,120
1,5,6000,6000,30000,6000,6000
2,5,6000,6000,30000,6000,6000
3,5,6000,6000,30000,6000,6000
4,5,6000,6000,30000,6000,6000
5,5,6000,6000,30000,6000,6000
6,5,6000,6000,30000,6000,6000
7,5,6000,6000,30000,6000,6000
8,5,6000,6000,30000,6000,6000
9,5,7200,7200,30000,7275,6000
10,5,6000,6000,30000,6000,6000
11,5,6000,6000,30000,6000,6000
12,5,6000,6000,30000,6000,6000
1,6,3500,3500,17500,3500,3500
2,6,3500,3500,17500,3500,3500
3,6,3500,3500,17500,3500,3500
4,6,3500,3500,17500,3500,3500
5,6,3500,3500,17500,3500,3500
6,6,3500,3500,17500,3500,3500
7,6,3500,3500,17500,3500,3500
8,6,3500,3500,17500,3500,3500
9,6,3500,3500,17500,3500,3500
10,6,3500,3500,17500,3500,3500
11,6,3500,3500,17500,3500,3500
12,6,3500,3500,17500,3500,3500
1,7,2400,2400,12000,2400,2400
2,7,2400,2400,12000,2400,2400
3,7,2400,2400,12000,2400,2400
4,7,2400,2400,12000,2400,2400
5,7,2400,2400,12000,2400,2400
6,7,2400,2400,12000,2400,2400
7,7,2400,2400,12000,2400,2400
8,7,2400,2400,12000,2400,2400
9,7,2400,2400,12000,2400,2400
10,7,2400,2400,12000,2400,2400
11,7,2400,2400,12000,2400,2400
12,7,2400,2400,12000,2400,2400
1,8,5000,5000,25000,5000,5000
2,8,5000,5000,25000,5000,5000
3,8,5000,5000,25000,5000,5000
4,8,5000,5000,25000,5000,5000
5,8,5000,5000,25000,5000,5000
6,8,5000,5000,25000,5000,5000
7,8,5000,5000,25000,5000,5000
8,8,5000,5000,25000,5000,5000
9,8,5000,5000,25000,5000,5000
10,8,5000,5000,25000,5000,5000
11,8,5000,5000,25000,5000,5000
12,8,5000,5000,25000,5000,5000
1,9,2300,2300,11500,2300,2300
2,9,2300,2300,11500,2300,2300
3,9,2300,2300,11500,2300,2300
4,9,2300,2300,11500,2300,2300
5,9,2300,2300,11500,2300,2300
6,9,2300,2300,11500,2300,2300
7,9,4600,4600,11500,2300,2300
8,9,4600,4600,11500,4600,2300
9,9,2300,2300,11500,2300,2300
10,9,3200,3200,11500,3200,2300
11,9,2950,2950,11500,2950,2300
12,9,2300,2300,11500,2300,2300
1,10,7200,7211,30000,7200,6000
2,10,6000,6000,30000,6000,6000
3,10,7211,7211,30000,7211,6000
4,10,7211,7211,30000,7211,6000
5,10,7211,7211,30000,7211,6000
6,10,7211,7211,30000,7211,6000
7,10,7211,7211,30000,7211,6000
8,10,7211,7211,30000,7211,6000
9,10,7211,7211,30000,7211,6000
10,10,7211,7211,30000,7211,6000
11,10,8400,8400,30000,8400,6000
12,10,7211,7211,30000,7211,6000
1,11,2400,2400,12000,2400,2430
2,11,2400,2400,12000,2400,2430
3,11,2400,2400,12000,2400,2430
4,11,2400,2400,12000,2400,2430
5,11,2400,2400,12000,2400,2430
6,11,2430,2430,12000,2430,2430
7,11,2400,2400,12000,2400,2430
8,11,2430,2430,12000,2430,2430
9,11,2400,2400,12000,2400,2430
10,11,2400,2400,12000,2400,2430
11,11,2400,2400,12000,2400,2430
12,11,2400,2430,12000,2430,2430
1,12,1200,1200,6000,1200,1210
2,12,1200,1200,6000,1200,1210
3,12,1200,1200,6000,1200,1210
4,12,1200,1200,6000,1200,1210
5,12,1200,1200,6000,1200,1210
6,12,1200,1200,6000,1200,1210
7,12,2300,2300,6000,2300,1210
8,12,2300,2300,6000,2300,1210
9,12,2372,2372,6000,2372,1210
10,12,2372,2372,6000,2372,1210
11,12,1200,1200,6000,1200,1210
12,12,1200,1200,6000,1200,1210
1,13,3600,3600,12000,3600,2400
2,13,3600,3600,12000,3600,2400
3,13,2400,2400,12000,2400,2400
4,13,3600,3600,12000,3600,2400
5,13,2400,2400,12000,2400,2400
6,13,2400,2400,12000,2400,2400
7,13,2400,2400,12000,2400,2400
8,13,3400,3400,12000,3400,2400
9,13,5700,5700,12000,5700,2400
10,13,2400,2400,12000,2400,2400
11,13,2400,2400,12000,2400,2400
12,13,2400,2400,12000,2400,2400
1,14,1100,1500,5500,1500,1100
2,14,1500,1500,5500,1500,1100
3,14,1500,1500,5500,1500,1100
4,14,1100,1100,5500,1100,1100
5,14,1100,1100,5500,1100,1100
6,14,1145,1145,5500,1100,1100
7,14,1145,1145,5500,1100,1100
8,14,1100,1100,5500,1145,1100
9,14,1100,1100,5500,1145,1100
10,14,1100,1100,5500,1145,1100
11,14,1145,1145,5500,1100,1100
12,14,1100,1100,5500,1100,1100
1,15,2900,2900,12000,2900,2500
2,15,2400,2400,12000,2900,2500
3,15,2900,2900,12000,2900,2500
4,15,2900,2900,12000,2500,2500
5,15,2500,2500,12000,2500,2500
6,15,2500,2500,12000,2500,2500
7,15,2900,2900,12000,2900,2500
8,15,2900,2900,12000,2500,2500
9,15,2500,2500,12000,2500,2500
10,15,2900,2900,12000,2900,2500
11,15,2900,2900,12000,2900,2500
12,15,2900,2900,12000,2900,2500
1,16,1200,1200,6000,1200,1200
2,16,1201,1201,6000,1201,1200
3,16,1200,1200,6000,1200,1200
4,16,1201,1201,6000,1201,1200
5,16,1200,1200,6000,1200,1200
6,16,1200,1200,6000,1200,1200
7,16,1201,1201,6000,1201,1200
8,16,1900,1900,6000,1900,1200
9,16,1900,1900,6000,1900,1200
10,16,1200,1200,6000,1200,1200
11,16,1200,1200,6000,1200,1200
12,16,1201,1201,6000,1201,1200
1,17,900,900,4500,900,900
2,17,900,900,4500,900,900
3,17,900,900,4500,900,900
4,17,900,900,4500,900,900
5,17,900,900,4500,900,900
6,17,900,900,4500,900,900
7,17,900,900,4500,900,900
8,17,900,900,4500,900,900
9,17,900,900,4500,900,900
10,17,900,900,4500,900,900
11,17,900,900,4500,900,900
12,17,900,900,4500,900,900
1,18,3200,3200,10000,3200,2011
2,18,2000,2000,10000,2000,2011
3,18,3200,3200,10000,3200,2011
4,18,3200,3200,10000,3200,2011
5,18,3200,3200,10000,3200,2011
6,18,3200,3200,10000,3200,2011
7,18,3200,3200,10000,3200,2011
8,18,3200,3200,10000,3200,2011
9,18,3200,3200,10000,3200,2011
10,18,3200,3200,10000,3200,2011
11,18,3200,3200,10000,3200,2011
12,18,3200,3200,10000,3200,2011
1,19,4500,4500,12000,4500,2400
2,19,2400,2400,12000,2400,2400
3,19,4500,4500,12000,4500,2400
4,19,4500,4500,12000,4500,2400
5,19,2400,2400,12000,2400,2400
6,19,4500,4500,12000,4500,2400
7,19,2400,2400,12000,2400,2400
8,19,4500,4500,12000,4500,2400
9,19,4500,4500,12000,4500,2400
10,19,4500,4500,12000,4500,2400
11,19,2400,2400,12000,2400,2400
12,19,4500,4500,12000,4500,2400
1,20,700,700,3500,700,700
2,20,700,700,3500,700,700
3,20,700,700,3500,700,700
4,20,700,700,3500,700,700
5,20,700,700,3500,700,700
