Month,House,Attribute,0,1,2,3,4
0,1,demands,1700,140,15,5,5
0,1,durations,2,5,1,7,1
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,5400,0,1800,900,6300
0,1,predecessors,3,-1,-1,-1,-1
0,1,successors,4,-1,-1,-1,-1
0,1,prec_delays,102,-1,-1,-1,-1
0,1,preferred_starts,107,82,73,46,77
1,1,astart - ogsa,108,15,73,46,77
1,1,astart - Gecode,108,15,73,46,77
1,1,astart - Gurobi,108,19,73,46,77
2,1,astart - ogsa,107,6,73,46,77
2,1,astart - Gecode,107,6,73,46,77
2,1,astart - Gurobi,107,6,73,46,77
0,2,demands,2400,72,2300,1000,1200
0,2,durations,5,1,8,3,5
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,900,8100,8100,6300,4500
0,2,predecessors,0,0,-1,-1,-1
0,2,successors,1,2,-1,-1,-1
0,2,prec_delays,52,21,-1,-1,-1
0,2,preferred_starts,43,52,131,37,102
1,2,astart - ogsa,19,52,24,33,127
1,2,astart - Gecode,14,52,19,33,127
1,2,astart - Gurobi,14,52,19,33,127
2,2,astart - ogsa,6,52,16,27,102
2,2,astart - Gecode,6,52,16,27,102
2,2,astart - Gurobi,6,52,16,27,102
0,3,demands,120,2400,4000,90,20
0,3,durations,5,4,2,4,3
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,8100,7200,6300,1800,2700
0,3,predecessors,0,3,-1,-1,-1
0,3,successors,1,4,-1,-1,-1
0,3,prec_delays,91,107,-1,-1,-1
0,3,preferred_starts,62,109,115,47,97
1,3,astart - ogsa,62,128,129,47,93
1,3,astart - Gecode,62,128,129,47,93
1,3,astart - Gurobi,62,128,129,47,93
2,3,astart - ogsa,62,107,115,47,97
2,3,astart - Gecode,62,107,115,47,97
2,3,astart - Gurobi,62,107,115,47,97
0,4,demands,20,60,2400,100,4
0,4,durations,4,2,1,1,4
0,4,earliest_starts,0,0,0,0,0
0,4,latest_ends,143,143,143,143,143
0,4,care_factors,4500,4500,8100,3600,7200
0,4,predecessors,-1,-1,-1,-1,-1
0,4,successors,-1,-1,-1,-1,-1
0,4,prec_delays,-1,-1,-1,-1,-1
0,4,preferred_starts,3,0,104,124,87
1,4,astart - ogsa,3,0,108,124,87
1,4,astart - Gecode,3,0,108,124,87
1,4,astart - Gurobi,3,0,108,124,87
2,4,astart - ogsa,3,0,104,124,87
2,4,astart - Gecode,3,0,104,124,87
2,4,astart - Gurobi,3,0,104,124,87
0,5,demands,300,8,2400,1700,120
0,5,durations,5,5,1,2,1
0,5,earliest_starts,0,0,0,0,0
0,5,latest_ends,143,143,143,143,143
0,5,care_factors,8100,9000,8100,0,900
0,5,predecessors,1,1,-1,-1,-1
0,5,successors,3,4,-1,-1,-1
0,5,prec_delays,2,2,-1,-1,-1
0,5,preferred_starts,110,0,111,13,70
1,5,astart - ogsa,110,0,111,7,7
1,5,astart - Gecode,110,2,111,9,9
1,5,astart - Gurobi,110,2,111,9,9
2,5,astart - ogsa,110,0,111,6,7
2,5,astart - Gecode,110,0,111,6,7
2,5,astart - Gurobi,110,0,111,7,7
0,6,demands,20,400,52,1,30
0,6,durations,4,1,6,4,1
0,6,earliest_starts,0,0,0,0,0
0,6,latest_ends,143,143,143,143,143
0,6,care_factors,6300,3600,9000,1800,3600
0,6,predecessors,2,-1,-1,-1,-1
0,6,successors,3,-1,-1,-1,-1
0,6,prec_delays,77,-1,-1,-1,-1
0,6,preferred_starts,92,61,13,121,38
1,6,astart - ogsa,92,61,13,96,38
1,6,astart - Gecode,92,61,13,96,38
1,6,astart - Gurobi,92,61,13,96,38
2,6,astart - ogsa,92,61,13,96,38
2,6,astart - Gecode,92,61,13,96,38
2,6,astart - Gurobi,92,61,13,96,38
0,7,demands,1200,600,2400,5000,1100
0,7,durations,2,4,3,7,5
0,7,earliest_starts,0,0,0,0,0
0,7,latest_ends,143,143,143,143,143
