Month,House,OGSA,Optimised,Preferred
1,1,2500,3700,1215
2,1,3100,3700,1215
3,1,3100,3700,1215
4,1,3700,3700,1215
5,1,3700,3700,1215
6,1,3700,3700,1215
7,1,3115,3700,1215
8,1,3700,3700,1215
9,1,3100,3700,1215
10,1,3100,3700,1215
11,1,3100,3700,1215
12,1,3700,3700,1215
1,2,4462,5562,3500
2,2,5562,5562,3500
3,2,4730,5562,3500
4,2,5562,5562,3500
5,2,5562,5562,3500
6,2,5562,5562,3500
7,2,4662,5562,3500
8,2,5562,5562,3500
9,2,5562,5562,3500
10,2,5562,5562,3500
11,2,5630,5562,3500
12,2,5562,5562,3500
1,3,910,910,550
2,3,910,910,550
3,3,910,910,550
4,3,910,910,550
5,3,910,910,550
6,3,910,910,550
7,3,900,910,550
8,3,910,910,550
9,3,910,910,550
10,3,910,910,550
11,3,900,910,550
12,3,910,910,550
1,4,4630,6630,2400
2,4,6630,6630,2400
3,4,6630,6630,2400
4,4,6630,6630,2400
5,4,6630,6630,2400
6,4,6630,6630,2400
7,4,6630,6630,2400
8,4,6630,6630,2400
9,4,6630,6630,2400
10,4,6630,6630,2400
11,4,6630,6630,2400
12,4,6630,6630,2400
1,5,3750,3050,2400
2,5,3050,3050,2400
3,5,3100,3050,2400
4,5,2400,3050,2400
5,5,3100,3050,2400
6,5,3050,3458,2400
7,5,3500,3050,2400
8,5,2400,3050,2400
9,5,3050,3458,2400
10,5,3050,3458,2400
11,5,3108,3050,2400
12,5,3050,3050,2400
1,6,6550,6700,6000
2,6,6150,6910,6000
3,6,6000,6910,6000
4,6,6700,6910,6000
5,6,6700,6910,6000
6,6,6150,6910,6000
7,6,9160,6700,6000
8,6,6700,6910,6000
9,6,6000,6910,6000
10,6,6150,6910,6000
11,6,6910,6700,6000
12,6,9160,6910,6000
1,7,3600,3652,3600
2,7,3600,3600,3600
3,7,3600,3652,3600
4,7,3600,3654,3600
5,7,3600,3652,3600
6,7,3600,3654,3600
7,7,3600,3652,3600
8,7,3600,3652,3600
9,7,3600,3654,3600
10,7,3600,3654,3600
11,7,3600,3652,3600
12,7,3600,3652,3600
1,8,2275,2185,2100
2,8,2185,2185,2100
3,8,2200,2185,2100
4,8,2110,2185,2100
5,8,2185,2185,2100
6,8,2100,2185,2100
7,8,2200,2185,2100
8,8,2185,2185,2100
9,8,2100,2185,2100
10,8,2185,2185,2100
11,8,2110,2185,2100
