Month,House,Attribute,0,1,2,3,4
0,1,demands,55,1100,11,100,2100
0,1,durations,6,4,7,1,2
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,1000,2000,7000,6000,9000
0,1,predecessors,0,-1,-1,-1,-1
0,1,successors,4,-1,-1,-1,-1
0,1,prec_delays,81,-1,-1,-1,-1
0,1,preferred_starts,3,60,26,25,19
1,1,astart - ogsa,3,20,26,25,19
1,1,astart - Gecode,3,20,26,25,19
1,1,astart - Gurobi,3,20,26,25,19
2,1,astart - ogsa,3,20,26,25,19
2,1,astart - Gecode,3,20,26,25,19
2,1,astart - Gurobi,3,20,26,25,19
0,2,demands,150,900,60,210,400
0,2,durations,3,2,4,1,5
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,4000,3000,7000,2000,9000
0,2,predecessors,2,3,-1,-1,-1
0,2,successors,3,4,-1,-1,-1
0,2,prec_delays,79,72,-1,-1,-1
0,2,preferred_starts,24,54,6,26,65
1,2,astart - ogsa,24,54,6,26,65
1,2,astart - Gecode,24,54,6,26,65
1,2,astart - Gurobi,24,54,6,26,65
2,2,astart - ogsa,24,54,6,26,65
2,2,astart - Gecode,24,54,6,26,65
2,2,astart - Gurobi,24,54,6,26,65
0,3,demands,1200,20,2,1000,5
0,3,durations,1,4,1,3,5
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,6000,8000,4000,9000,1000
0,3,predecessors,1,2,1,-1,-1
0,3,successors,2,3,4,-1,-1
0,3,prec_delays,57,122,93,-1,-1
0,3,preferred_starts,136,36,84,119,64
1,3,astart - ogsa,136,36,84,119,64
1,3,astart - Gecode,136,36,84,119,64
1,3,astart - Gurobi,136,36,84,119,64
2,3,astart - ogsa,136,36,84,119,64
2,3,astart - Gecode,136,36,84,119,64
2,3,astart - Gurobi,136,36,84,119,64
