Month,House,Attribute,0,1,2,3,4
0,1,demands,148,150,300,3500,4000
0,1,durations,4,1,3,1,5
0,1,preferred_starts,103,112,100,4,30
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,9000,9000,0,6300,4500
0,1,predecessors,3,-1,-1,-1,-1
0,1,successors,4,-1,-1,-1,-1
0,1,prec_delays,52,-1,-1,-1,-1
1,1,astart - ogsa,108,112,19,9,19
1,1,astart - optimised,108,112,21,9,19
2,1,astart - ogsa,103,112,6,6,5
2,1,astart - optimised,103,112,6,6,19
0,2,demands,2000,1000,700,1200,50
0,2,durations,2,2,6,2,3
0,2,preferred_starts,93,135,75,89,66
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,7200,8100,8100,900,4500
0,2,predecessors,2,-1,-1,-1,-1
0,2,successors,3,-1,-1,-1,-1
0,2,prec_delays,91,-1,-1,-1,-1
1,2,astart - ogsa,108,135,75,21,66
1,2,astart - optimised,108,135,75,129,66
2,2,astart - ogsa,102,135,72,7,66
2,2,astart - optimised,102,135,72,135,66
0,3,demands,1000,4000,2400,50,300
0,3,durations,2,2,2,6,5
0,3,preferred_starts,1,65,64,84,59
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,8100,0,5400,7200,1800
0,3,predecessors,0,-1,-1,-1,-1
0,3,successors,2,-1,-1,-1,-1
0,3,prec_delays,37,-1,-1,-1,-1
1,3,astart - ogsa,1,19,60,87,58
1,3,astart - optimised,1,22,28,87,58
2,3,astart - ogsa,6,7,67,84,59
2,3,astart - optimised,6,7,22,84,59
0,4,demands,10,120,100,56,120
0,4,durations,1,3,4,4,6
0,4,preferred_starts,2,1,113,63,51
0,4,earliest_starts,0,0,0,0,0
0,4,latest_ends,143,143,143,143,143
0,4,care_factors,4500,5400,1800,9000,4500
0,4,predecessors,0,0,-1,-1,-1
0,4,successors,2,4,-1,-1,-1
0,4,prec_delays,34,100,-1,-1,-1
1,4,astart - ogsa,2,1,113,63,51
1,4,astart - optimised,2,1,37,63,51
2,4,astart - ogsa,2,1,113,63,51
2,4,astart - optimised,2,1,37,63,51
0,5,demands,2100,11,2000,50,900
0,5,durations,2,1,7,1,2
0,5,preferred_starts,60,115,70,72,62
0,5,earliest_starts,0,0,0,0,0
0,5,latest_ends,143,143,143,143,143
0,5,care_factors,0,5400,3600,7200,3600
0,5,predecessors,-1,-1,-1,-1,-1
0,5,successors,-1,-1,-1,-1,-1
0,5,prec_delays,-1,-1,-1,-1,-1
1,5,astart - ogsa,16,115,17,72,61
1,5,astart - optimised,22,115,17,72,61
2,5,astart - ogsa,7,115,17,72,62
2,5,astart - optimised,7,115,17,72,62
0,6,demands,75,100,75,50,1700
0,6,durations,2,1,1,4,8
0,6,preferred_starts,124,72,77,123,45
0,6,earliest_starts,0,0,0,0,0
0,6,latest_ends,143,143,143,143,143
0,6,care_factors,7200,2700,0,3600,3600
0,6,predecessors,1,-1,-1,-1,-1
0,6,successors,3,-1,-1,-1,-1
0,6,prec_delays,19,-1,-1,-1,-1
1,6,astart - ogsa,124,72,21,124,16
1,6,astart - optimised,124,108,23,123,16
2,6,astart - ogsa,124,72,7,124,16
2,6,astart - optimised,124,103,8,123,16
0,7,demands,20,600,72,35,2400
0,7,durations,4,5,1,1,5
0,7,preferred_starts,10,122,134,124,75
0,7,earliest_starts,0,0,0,0,0
0,7,latest_ends,143,143,143,143,143
