Month,House,Gecode,Gurobi,Limit,OGSA,Preferred
1,1,3500,3500,17500,3500,3500
2,1,3500,3500,17500,3500,3500
1,2,2248,2248,10500,2100,2100
2,2,2248,2248,10500,2100,2100
1,3,4000,4000,20000,4060,4000
2,3,4000,4000,20000,4000,4000
1,4,2200,2200,6000,2200,1200
2,4,2100,2100,6000,2100,1200
1,5,1200,1200,6000,1200,1200
2,5,1200,1200,6000,1200,1200
1,6,602,602,2750,602,550
2,6,550,550,2750,550,550
1,7,5000,5000,25000,5000,5000
2,7,5000,5000,25000,5000,5000
1,8,1500,1500,7500,1500,1500
2,8,1500,1500,7500,1500,1500
1,9,2400,2400,12000,2400,2400
2,9,2400,2400,12000,2400,2400
1,10,140,140,700,140,140
2,10,140,140,700,140,140
1,11,6300,6300,30000,6300,6056
2,11,6000,6000,30000,6000,6056
1,12,2400,2400,12000,2400,2400
2,12,2400,2400,12000,2700,2400
1,13,8400,8400,30000,8400,6000
2,13,8500,6100,30000,8500,6000
1,14,6000,7000,30000,7000,6000
2,14,7000,7000,30000,7000,6000
1,15,3500,3500,12000,3500,2400
2,15,2400,2400,12000,2400,2400
1,16,3500,3500,17500,3500,3500
2,16,3500,3500,17500,3500,3500
1,17,72,72,360,72,93
2,17,72,72,360,72,93
1,18,1000,1000,5000,1000,1000
2,18,1000,1000,5000,1000,1000
1,19,4000,4000,20000,4000,4000
2,19,4000,4000,20000,4000,4000
1,20,2000,2000,10000,2000,2000
2,20,2000,2000,10000,2000,2000
1,21,2100,2100,10500,2100,2100
2,21,2100,2100,10500,2100,2100
1,22,2200,2200,6000,2200,1200
2,22,1200,1200,6000,1200,1200
1,23,5700,5700,25000,5700,5700
2,23,5700,5700,25000,5700,5700
1,24,1200,1200,6000,1200,1200
2,24,1200,1200,6000,1200,1200
1,25,2400,2400,12000,2400,2400
2,25,2400,2400,12000,2400,2400
1,26,700,700,3500,1350,1150
2,26,700,700,3500,1350,1150
1,27,1100,1100,5500,1100,1100
2,27,1100,1100,5500,1100,1100
1,28,4500,4500,17500,4500,3500
2,28,4500,4500,17500,3500,3500
1,29,3600,3600,18000,3600,3600
2,29,3600,3600,18000,3600,3600
1,30,2400,2400,12000,2452,2400
2,30,2468,2468,12000,2520,2400
1,31,1203,1103,5500,1135,1100
2,31,1203,1203,5500,1203,1100
1,32,2480,2480,12000,2480,2420
2,32,2400,2400,12000,2400,2420
1,33,1500,1500,6000,1910,1200
2,33,1500,1500,6000,1560,1200
1,34,1700,1700,8500,1700,1700
2,34,1700,1700,8500,1700,1700
1,35,1030,1030,5000,1030,1030
2,35,1030,1030,5000,1030,1030
1,36,3300,3300,11500,3300,3300
2,36,3300,3300,11500,3300,3300
1,37,2400,2400,12000,2400,2400
2,37,2400,2400,12000,2400,2400
1,38,2400,2400,12000,2400,2400
2,38,2400,2400,12000,2400,2400
1,39,1200,1200,6000,1200,1200
2,39,1200,1200,6000,1200,1200
1,40,2400,2400,12000,2400,2400
2,40,2400,2400,12000,2400,2400
1,41,1200,1200,6000,1200,1200
2,41,1230,1230,6000,1200,1200
1,42,900,900,4500,900,900
2,42,900,900,4500,900,900
1,43,2300,2300,11500,2300,2300
2,43,2300,2300,11500,2300,2300
1,44,3600,3600,18000,3600,3600
2,44,3600,3600,18000,3600,3600
1,45,2400,2400,12000,2400,2400
2,45,2400,2400,12000,2400,2400
1,46,6000,6000,30000,9502,6000
2,46,6000,6000,30000,9502,6000
1,47,1700,1700,5000,1000,1700
2,47,1700,1700,5000,1000,1700
1,48,72,72,360,72,72
2,48,72,72,360,72,72
1,49,6000,6000,30000,6000,6000
2,49,7550,7550,30000,7670,6000
1,50,1700,1700,8500,1700,1700
2,50,2700,2700,8500,2700,1700
