Month,House,Attribute,0,1,2,3,4
0,1,demands,30,300,2400,3600,15
0,1,durations,3,6,8,5,5
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,720,0,450,360,90
0,1,predecessors,-1,-1,-1,-1,-1
0,1,successors,-1,-1,-1,-1,-1
0,1,prec_delays,-1,-1,-1,-1,-1
0,1,preferred_starts,9,77,18,11,68
1,1,astart - ogsa,9,18,16,15,68
1,1,astart - Gecode,9,15,16,15,68
1,1,astart - Gurobi,9,18,16,15,68
2,1,astart - ogsa,9,6,6,6,68
2,1,astart - Gecode,9,6,6,6,68
2,1,astart - Gurobi,9,6,6,6,68
3,1,astart - ogsa,9,15,15,15,69
3,1,astart - Gecode,9,15,15,15,69
3,1,astart - Gurobi,9,15,15,15,69
4,1,astart - ogsa,9,20,18,19,68
4,1,astart - Gecode,9,18,18,19,68
4,1,astart - Gurobi,9,21,18,19,68
5,1,astart - ogsa,9,21,19,21,68
5,1,astart - Gecode,9,21,19,21,68
5,1,astart - Gurobi,9,21,19,21,68
6,1,astart - ogsa,9,21,19,22,68
6,1,astart - Gecode,9,21,19,22,68
6,1,astart - Gurobi,9,21,19,22,68
7,1,astart - ogsa,9,18,18,18,68
7,1,astart - Gecode,9,18,18,18,68
7,1,astart - Gurobi,9,18,18,18,68
8,1,astart - ogsa,9,21,21,22,69
8,1,astart - Gecode,9,21,21,22,69
8,1,astart - Gurobi,9,24,21,22,69
9,1,astart - ogsa,9,24,22,25,68
9,1,astart - Gecode,9,24,22,25,68
9,1,astart - Gurobi,9,24,22,25,68
10,1,astart - ogsa,9,18,16,19,75
10,1,astart - Gecode,9,18,16,19,75
10,1,astart - Gurobi,9,18,16,19,75
11,1,astart - ogsa,9,9,9,10,72
11,1,astart - Gecode,9,9,9,10,72
11,1,astart - Gurobi,9,9,9,10,72
12,1,astart - ogsa,9,15,15,15,68
12,1,astart - Gecode,9,15,15,15,68
12,1,astart - Gurobi,9,15,15,15,68
0,2,demands,1200,6000,210,700,210
0,2,durations,2,3,1,3,1
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,0,810,540,450,450
0,2,predecessors,1,-1,-1,-1,-1
0,2,successors,2,-1,-1,-1,-1
0,2,prec_delays,15,-1,-1,-1,-1
0,2,preferred_starts,119,21,73,70,58
1,2,astart - ogsa,21,21,35,21,58
1,2,astart - Gecode,15,21,35,21,58
1,2,astart - Gurobi,22,21,35,21,58
2,2,astart - ogsa,6,6,23,6,58
2,2,astart - Gecode,6,6,23,6,58
2,2,astart - Gurobi,7,6,23,6,58
3,2,astart - ogsa,16,18,36,18,58
3,2,astart - Gecode,15,18,36,18,58
3,2,astart - Gurobi,19,18,36,18,58
4,2,astart - ogsa,21,21,35,21,58
4,2,astart - Gecode,21,21,35,21,58
4,2,astart - Gurobi,22,21,35,21,58
5,2,astart - ogsa,22,21,35,21,58
5,2,astart - Gecode,21,21,35,21,58
5,2,astart - Gurobi,22,21,35,21,58
6,2,astart - ogsa,25,24,32,24,58
6,2,astart - Gecode,24,24,32,24,58
6,2,astart - Gurobi,25,24,32,24,58
7,2,astart - ogsa,19,21,35,21,60
7,2,astart - Gecode,18,21,35,21,60
7,2,astart - Gurobi,22,21,35,21,60
8,2,astart - ogsa,24,24,29,24,63
8,2,astart - Gecode,24,24,29,24,63
8,2,astart - Gurobi,25,24,29,24,63
9,2,astart - ogsa,27,27,32,27,58
