Month,House,Attribute,0,1,2,3,4
0,1,demands,2400,5,1200,2000,50
0,1,durations,2,2,7,2,2
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,4000,8000,3000,1000,10000
0,1,predecessors,0,-1,-1,-1,-1
0,1,successors,4,-1,-1,-1,-1
0,1,prec_delays,140,-1,-1,-1,-1
0,1,preferred_starts,110,45,85,7,137
1,1,astart - ogsa,129,45,17,9,137
1,1,astart - Gecode,129,45,17,9,137
1,1,astart - Gurobi,129,45,17,9,137
2,1,astart - ogsa,114,45,17,7,137
2,1,astart - Gecode,114,45,17,7,137
2,1,astart - Gurobi,114,45,17,7,137
0,2,demands,62,11,93,68,2400
0,2,durations,5,3,1,5,2
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,6000,6000,7000,10000,1000
0,2,predecessors,2,-1,-1,-1,-1
0,2,successors,3,-1,-1,-1,-1
0,2,prec_delays,108,-1,-1,-1,-1
0,2,preferred_starts,124,45,5,33,69
1,2,astart - ogsa,124,45,5,33,22
1,2,astart - Gecode,124,45,5,33,22
1,2,astart - Gurobi,124,45,5,33,22
2,2,astart - ogsa,124,45,5,33,7
2,2,astart - Gecode,124,45,5,33,7
2,2,astart - Gurobi,124,45,5,33,7
0,3,demands,700,11,45,120,2300
0,3,durations,4,2,4,6,3
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,3000,5000,8000,10000,9000
0,3,predecessors,0,0,-1,-1,-1
0,3,successors,2,4,-1,-1,-1
0,3,prec_delays,84,9,-1,-1,-1
0,3,preferred_starts,115,133,129,92,134
1,3,astart - ogsa,128,133,132,87,135
1,3,astart - Gecode,123,133,129,87,135
1,3,astart - Gurobi,123,133,129,87,135
2,3,astart - ogsa,115,133,129,84,128
2,3,astart - Gecode,123,133,129,84,135
2,3,astart - Gurobi,123,133,129,84,135
