Month,House,Attribute,0,1,2,3,4
0,1,demands,62,2400,20,1200,400
0,1,durations,3,1,5,5,2
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,5400,2700,3600,6300,0
0,1,predecessors,1,-1,-1,-1,-1
0,1,successors,2,-1,-1,-1,-1
0,1,prec_delays,50,-1,-1,-1,-1
0,1,preferred_starts,139,47,101,42,97
1,1,astart - ogsa,139,44,91,42,18
1,1,astart - Gecode,139,44,91,42,15
1,1,astart - Gurobi,139,44,91,42,22
2,1,astart - ogsa,139,23,74,22,7
2,1,astart - Gecode,139,50,101,22,6
2,1,astart - Gurobi,139,50,101,22,7
3,1,astart - ogsa,139,47,98,19,17
3,1,astart - Gecode,139,51,101,19,15
3,1,astart - Gurobi,139,51,101,19,19
4,1,astart - ogsa,139,29,80,25,21
4,1,astart - Gecode,139,51,101,25,21
4,1,astart - Gurobi,139,51,101,25,22
5,1,astart - ogsa,139,29,80,25,21
5,1,astart - Gecode,139,35,86,25,21
5,1,astart - Gurobi,139,35,86,25,22
6,1,astart - ogsa,139,26,77,25,25
6,1,astart - Gecode,139,32,83,25,24
6,1,astart - Gurobi,139,32,83,25,25
7,1,astart - ogsa,139,29,80,25,21
7,1,astart - Gecode,139,35,86,25,18
7,1,astart - Gurobi,139,35,86,25,22
8,1,astart - ogsa,139,29,80,25,25
8,1,astart - Gecode,139,29,80,25,24
8,1,astart - Gurobi,139,29,80,25,25
9,1,astart - ogsa,139,29,80,25,27
9,1,astart - Gecode,139,63,101,25,27
9,1,astart - Gurobi,139,63,101,25,28
10,1,astart - ogsa,139,23,74,19,22
10,1,astart - Gecode,139,47,98,19,21
10,1,astart - Gurobi,139,47,98,19,22
11,1,astart - ogsa,139,29,80,25,11
11,1,astart - Gecode,139,54,101,25,9
11,1,astart - Gurobi,139,54,101,25,13
12,1,astart - ogsa,139,29,80,25,17
12,1,astart - Gecode,139,47,98,25,15
12,1,astart - Gurobi,139,47,98,25,19
0,2,demands,100,45,6000,62,1000
0,2,durations,2,8,4,1,5
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,6300,900,3600,4500,9000
0,2,predecessors,0,0,-1,-1,-1
0,2,successors,1,2,-1,-1,-1
0,2,prec_delays,79,32,-1,-1,-1
0,2,preferred_starts,87,114,93,19,123
1,2,astart - ogsa,87,114,121,19,123
1,2,astart - Gecode,94,114,128,19,123
1,2,astart - Gurobi,94,114,128,19,123
2,2,astart - ogsa,87,114,102,19,123
2,2,astart - Gecode,102,114,134,19,123
2,2,astart - Gurobi,102,114,134,19,123
3,2,astart - ogsa,87,114,121,19,123
3,2,astart - Gecode,94,114,128,19,123
3,2,astart - Gurobi,94,114,128,19,123
