Month,House,Attribute,0,1,2,3,4
0,1,demands,6000,3500,2400,1000,400
0,1,durations,6,1,9,9,4
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,1000,6000,0,5000,0
0,1,predecessors,1,1,-1,-1,-1
0,1,successors,2,4,-1,-1,-1
0,1,prec_delays,61,131,-1,-1,-1
0,1,preferred_starts,52,12,46,63,25
1,1,astart - ogsa,18,12,15,18,17
1,1,astart - Gecode,18,12,15,18,15
1,1,astart - Gurobi,18,12,15,18,20
2,1,astart - ogsa,6,8,15,18,15
2,1,astart - Gecode,6,6,7,15,7
2,1,astart - Gurobi,6,6,7,15,7
0,2,demands,5000,2400,1200,1200,4
0,2,durations,4,3,4,1,10
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,10000,9000,1000,8000,3000
0,2,predecessors,1,1,-1,-1,-1
0,2,successors,2,3,-1,-1,-1
0,2,prec_delays,89,30,-1,-1,-1
0,2,preferred_starts,45,14,61,44,61
1,2,astart - ogsa,20,14,20,44,61
1,2,astart - Gecode,20,14,20,44,61
1,2,astart - Gurobi,20,14,20,44,61
2,2,astart - ogsa,20,14,20,44,61
2,2,astart - Gecode,20,14,20,44,61
2,2,astart - Gurobi,20,14,20,44,61
0,3,demands,3500,50,2400,120,60
0,3,durations,2,4,4,1,9
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,8000,5000,2000,8000,8000
0,3,predecessors,1,-1,-1,-1,-1
0,3,successors,4,-1,-1,-1,-1
0,3,prec_delays,55,-1,-1,-1,-1
0,3,preferred_starts,118,83,40,11,128
1,3,astart - ogsa,129,80,20,11,128
1,3,astart - Gecode,129,80,20,11,128
1,3,astart - Gurobi,129,80,20,11,128
2,3,astart - ogsa,129,83,6,11,128
2,3,astart - Gecode,129,83,6,11,128
2,3,astart - Gurobi,129,83,6,11,128
