Month,House,Attribute,0,1,2,3,4
0,1,demands,1,80,550,500,50
0,1,durations,4,3,2,1,2
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,2000,6000,6000,8000,3000
0,1,predecessors,-1,-1,-1,-1,-1
0,1,successors,-1,-1,-1,-1,-1
0,1,prec_delays,-1,-1,-1,-1,-1
0,1,preferred_starts,102,139,81,105,39
1,1,astart - ogsa,102,139,79,108,39
1,1,astart - Gecode,102,139,79,108,39
1,1,astart - Gurobi,102,139,79,108,39
2,1,astart - ogsa,102,139,84,105,39
2,1,astart - Gecode,102,139,84,105,39
2,1,astart - Gurobi,102,139,84,105,39
0,2,demands,700,210,72,1200,45
0,2,durations,6,7,3,3,5
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,1000,10000,2000,6000,9000
0,2,predecessors,1,-1,-1,-1,-1
0,2,successors,2,-1,-1,-1,-1
0,2,prec_delays,70,-1,-1,-1,-1
0,2,preferred_starts,48,22,121,1,83
1,2,astart - ogsa,18,22,90,9,79
1,2,astart - Gecode,18,22,90,9,79
1,2,astart - Gurobi,18,22,90,9,79
2,2,astart - ogsa,6,22,87,6,83
2,2,astart - Gecode,6,22,87,6,83
2,2,astart - Gurobi,6,22,87,6,83
0,3,demands,5,900,4000,75,6000
0,3,durations,2,3,3,3,5
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,4000,6000,2000,3000,0
0,3,predecessors,0,0,-1,-1,-1
0,3,successors,2,4,-1,-1,-1
0,3,prec_delays,64,14,-1,-1,-1
0,3,preferred_starts,42,16,64,27,102
1,3,astart - ogsa,42,16,44,27,44
1,3,astart - Gecode,17,16,21,27,19
1,3,astart - Gurobi,17,16,21,27,19
2,3,astart - ogsa,42,16,66,27,57
2,3,astart - Gecode,4,16,6,27,6
2,3,astart - Gurobi,4,16,6,27,6
