Month,House,Attribute,0,1,2,3,4
0,1,demands,62,2000,3500,210,4000
0,1,durations,3,2,3,6,5
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,2000,1000,2000,5000,2500
0,1,predecessors,1,-1,-1,-1,-1
0,1,successors,2,-1,-1,-1,-1
0,1,prec_delays,38,-1,-1,-1,-1
0,1,preferred_starts,81,38,88,20,8
1,1,astart - ogsa,78,22,24,20,15
1,1,astart - Gecode,78,19,21,20,15
1,1,astart - Gurobi,78,19,21,20,15
2,1,astart - ogsa,84,7,21,20,6
2,1,astart - Gecode,84,7,21,20,6
2,1,astart - Gurobi,84,7,21,20,6
0,2,demands,4000,150,100,1500,1000
0,2,durations,4,7,4,1,3
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,4500,1500,1000,1500,4500
0,2,predecessors,1,2,-1,-1,-1
0,2,successors,2,3,-1,-1,-1
0,2,prec_delays,97,73,-1,-1,-1
0,2,preferred_starts,129,4,39,107,9
1,2,astart - ogsa,129,6,41,108,9
1,2,astart - Gecode,129,6,41,108,9
1,2,astart - Gurobi,129,6,41,108,9
2,2,astart - ogsa,134,4,41,107,6
2,2,astart - Gecode,134,4,41,107,6
2,2,astart - Gurobi,134,4,42,107,6
0,3,demands,120,50,100,45,60
0,3,durations,1,1,1,8,7
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,2000,1000,0,2000,3500
0,3,predecessors,1,3,-1,-1,-1
0,3,successors,2,4,-1,-1,-1
0,3,prec_delays,138,96,-1,-1,-1
0,3,preferred_starts,106,14,86,42,58
1,3,astart - ogsa,108,14,20,42,58
1,3,astart - Gecode,108,14,15,42,58
1,3,astart - Gurobi,108,14,23,42,58
2,3,astart - ogsa,106,14,15,42,58
2,3,astart - Gecode,106,14,15,42,58
2,3,astart - Gurobi,106,14,17,42,58
