Month,House,Attribute,0,1,2,3,4
0,1,demands,1200,1200,1200,350,900
0,1,durations,2,3,6,1,1
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,0,4000,6000,0,7000
0,1,predecessors,0,-1,-1,-1,-1
0,1,successors,3,-1,-1,-1,-1
0,1,prec_delays,74,-1,-1,-1,-1
0,1,preferred_starts,91,63,113,131,130
1,1,astart - ogsa,21,60,126,23,130
1,1,astart - Gecode,15,60,126,17,130
2,1,astart - ogsa,7,66,126,15,130
2,1,astart - Gecode,6,66,126,8,130
3,1,astart - ogsa,16,63,117,19,130
3,1,astart - Gecode,15,63,117,17,130
4,1,astart - ogsa,21,63,114,23,130
4,1,astart - Gecode,21,63,114,23,130
5,1,astart - ogsa,22,63,126,26,130
5,1,astart - Gecode,21,63,126,23,130
6,1,astart - ogsa,24,24,126,26,130
6,1,astart - Gecode,24,24,126,26,130
7,1,astart - ogsa,19,66,87,23,130
7,1,astart - Gecode,18,66,87,20,130
8,1,astart - ogsa,24,27,87,26,130
8,1,astart - Gecode,24,27,87,26,130
9,1,astart - ogsa,28,63,87,31,130
9,1,astart - Gecode,27,63,87,29,130
10,1,astart - ogsa,21,63,126,23,130
10,1,astart - Gecode,21,63,126,23,130
11,1,astart - ogsa,11,72,126,14,130
11,1,astart - Gecode,9,72,126,11,130
12,1,astart - ogsa,18,60,126,20,130
12,1,astart - Gecode,15,60,126,17,130
0,2,demands,300,2400,20,100,300
0,2,durations,6,4,2,5,2
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,10000,1000,9000,8000,4000
0,2,predecessors,1,-1,-1,-1,-1
0,2,successors,2,-1,-1,-1,-1
0,2,prec_delays,29,-1,-1,-1,-1
0,2,preferred_starts,107,70,81,102,65
1,2,astart - ogsa,108,20,53,108,65
1,2,astart - Gecode,108,54,81,108,65
2,2,astart - ogsa,107,6,39,102,65
