Month,House,Attribute,0,1,2,3,4
0,0,demands,15,2400,120,56,100
0,0,durations,1,3,3,3,7
0,0,preferred_starts,42,138,84,130,84
0,0,earliest_starts,0,0,0,0,0
0,0,latest_ends,143,143,143,143,143
0,0,predecessors,0,2,0,-1,-1
0,0,successors,2,3,4,-1,-1
0,0,prec_delays,110,74,68,-1,-1
1,1,astart - ogsa,23,17,17,15,16
1,1,astart - optimised,16,16,17,20,17
2,1,astart - ogsa,7,6,7,7,5
2,1,astart - optimised,4,7,7,16,7
3,1,astart - ogsa,20,18,16,15,14
3,1,astart - optimised,13,16,16,19,15
4,1,astart - ogsa,22,21,21,21,18
4,1,astart - optimised,19,22,22,25,20
5,1,astart - ogsa,21,21,21,21,21
5,1,astart - optimised,19,22,22,25,21
6,1,astart - ogsa,25,24,23,23,19
6,1,astart - optimised,19,25,20,25,21
7,1,astart - ogsa,20,18,18,18,19
7,1,astart - optimised,16,19,19,22,19
8,1,astart - ogsa,26,24,25,25,22
8,1,astart - optimised,22,25,25,28,23
9,1,astart - ogsa,28,27,27,27,23
9,1,astart - optimised,19,28,25,28,24
10,1,astart - ogsa,23,21,21,21,17
10,1,astart - optimised,13,22,16,22,18
11,1,astart - ogsa,12,10,12,9,9
11,1,astart - optimised,7,10,10,13,10
12,1,astart - ogsa,18,16,15,15,14
12,1,astart - optimised,10,16,16,19,15
0,1,demands,350,2400,120,1000,50
0,1,durations,7,4,6,3,2
0,1,preferred_starts,135,56,97,48,137
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,predecessors,-1,-1,-1,-1,-1
0,1,successors,-1,-1,-1,-1,-1
0,1,prec_delays,-1,-1,-1,-1,-1
1,2,astart - ogsa,135,16,18,18,17
1,2,astart - optimised,136,16,16,16,16
2,2,astart - ogsa,135,6,6,6,7
2,2,astart - optimised,136,7,7,7,7
3,2,astart - ogsa,135,15,15,16,16
3,2,astart - optimised,136,16,16,16,16
4,2,astart - ogsa,135,20,18,21,21
4,2,astart - optimised,136,21,19,22,22
5,2,astart - ogsa,135,21,21,21,22
5,2,astart - optimised,136,22,22,22,22
6,2,astart - ogsa,135,23,21,24,24
6,2,astart - optimised,136,24,22,25,25
7,2,astart - ogsa,135,20,18,21,20
7,2,astart - optimised,136,19,19,19,19
8,2,astart - ogsa,135,24,23,24,25
8,2,astart - optimised,136,24,22,25,25
9,2,astart - ogsa,135,26,24,27,27
9,2,astart - optimised,136,27,25,28,28
10,2,astart - ogsa,134,20,18,21,22
10,2,astart - optimised,135,21,19,22,22
11,2,astart - ogsa,134,9,9,9,12
11,2,astart - optimised,135,10,10,10,10
12,2,astart - ogsa,135,17,15,18,18
12,2,astart - optimised,136,16,16,16,16
0,2,demands,1,150,130,50,11
0,2,durations,7,1,6,6,4
0,2,preferred_starts,101,71,101,50,71
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,predecessors,1,3,-1,-1,-1
0,2,successors,2,4,-1,-1,-1
0,2,prec_delays,90,77,-1,-1,-1
1,3,astart - ogsa,15,21,108,15,18
1,3,astart - optimised,16,18,109,16,22
2,3,astart - ogsa,6,7,102,6,5
2,3,astart - optimised,7,16,103,7,16
3,3,astart - ogsa,15,20,101,15,15
3,3,astart - optimised,15,16,102,15,21
4,3,astart - ogsa,18,21,101,21,20
4,3,astart - optimised,19,22,102,19,25
5,3,astart - ogsa,20,23,101,21,21
5,3,astart - optimised,21,22,102,21,27
6,3,astart - ogsa,20,24,101,21,23
6,3,astart - optimised,21,25,102,21,27
7,3,astart - ogsa,18,22,101,18,18
7,3,astart - optimised,19,19,102,19,25
8,3,astart - ogsa,21,26,101,24,23
8,3,astart - optimised,22,25,102,21,27
9,3,astart - ogsa,23,27,101,24,25
9,3,astart - optimised,24,28,102,16,27
10,3,astart - ogsa,17,22,101,18,19
10,3,astart - optimised,18,22,102,18,24
11,3,astart - ogsa,9,9,102,9,11
11,3,astart - optimised,10,11,102,10,16
12,3,astart - ogsa,15,18,101,15,16
12,3,astart - optimised,15,16,102,15,21
0,3,demands,1200,1700,80,2400,1000
0,3,durations,1,4,3,3,3
0,3,preferred_starts,61,37,43,97,5
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,predecessors,-1,-1,-1,-1,-1
0,3,successors,-1,-1,-1,-1,-1
0,3,prec_delays,-1,-1,-1,-1,-1
1,4,astart - ogsa,16,15,18,15,15
1,4,astart - optimised,16,16,16,16,16
2,4,astart - ogsa,6,6,6,6,6
2,4,astart - optimised,7,7,7,7,7
3,4,astart - ogsa,18,17,15,16,17
3,4,astart - optimised,16,16,16,16,16
4,4,astart - ogsa,23,20,21,21,21
4,4,astart - optimised,22,21,22,22,22
5,4,astart - ogsa,22,21,21,21,21
5,4,astart - optimised,22,22,22,22,22
6,4,astart - ogsa,26,23,24,24,24
6,4,astart - optimised,25,24,25,25,25
7,4,astart - ogsa,21,19,20,18,19
7,4,astart - optimised,19,19,19,19,19
8,4,astart - ogsa,25,24,24,24,24
8,4,astart - optimised,25,24,25,25,25
9,4,astart - ogsa,28,26,27,27,27
9,4,astart - optimised,28,27,28,28,28
10,4,astart - ogsa,21,20,21,21,21
10,4,astart - optimised,22,21,22,22,22
11,4,astart - ogsa,10,10,11,10,9
11,4,astart - optimised,10,10,10,10,10
12,4,astart - ogsa,16,17,16,16,18
12,4,astart - optimised,16,16,16,16,16
0,4,demands,6000,1000,2400,100,5
0,4,durations,2,9,7,8,5
0,4,preferred_starts,118,96,26,73,47
0,4,earliest_starts,0,0,0,0,0
0,4,latest_ends,143,143,143,143,143
0,4,predecessors,2,-1,-1,-1,-1
0,4,successors,4,-1,-1,-1,-1
0,4,prec_delays,30,-1,-1,-1,-1
1,5,astart - ogsa,16,15,17,15,16
1,5,astart - optimised,16,16,16,16,23
2,5,astart - ogsa,7,6,6,6,5
2,5,astart - optimised,7,7,7,7,16
3,5,astart - ogsa,15,12,14,15,16
3,5,astart - optimised,16,13,15,14,22
4,5,astart - ogsa,21,18,19,19,20
4,5,astart - optimised,22,19,19,19,26
5,5,astart - ogsa,21,18,20,19,21
5,5,astart - optimised,22,19,21,20,28
6,5,astart - ogsa,24,18,20,19,21
6,5,astart - optimised,25,19,21,20,28
7,5,astart - ogsa,22,18,18,18,19
7,5,astart - optimised,19,19,19,19,26
8,5,astart - ogsa,24,21,22,22,23
8,5,astart - optimised,25,22,22,22,29
9,5,astart - ogsa,27,21,23,22,25
9,5,astart - optimised,28,22,24,23,31
10,5,astart - ogsa,22,15,17,16,19
10,5,astart - optimised,22,16,18,17,25
11,5,astart - ogsa,13,9,9,9,10
11,5,astart - optimised,10,10,10,10,17
12,5,astart - ogsa,19,12,14,13,16
12,5,astart - optimised,16,13,15,14,22
0,5,demands,3600,150,1000,700,900
0,5,durations,5,5,2,3,6
0,5,preferred_starts,95,103,35,105,113
0,5,earliest_starts,0,0,0,0,0
0,5,latest_ends,143,143,143,143,143
0,5,predecessors,0,1,-1,-1,-1
0,5,successors,1,4,-1,-1,-1
0,5,prec_delays,30,36,-1,-1,-1
1,6,astart - ogsa,16,19,16,17,15
1,6,astart - optimised,10,15,16,16,20
2,6,astart - ogsa,6,5,6,6,5
2,6,astart - optimised,7,12,7,7,17
3,6,astart - ogsa,16,16,15,16,15
3,6,astart - optimised,12,17,16,16,22
4,6,astart - ogsa,19,20,21,21,19
4,6,astart - optimised,15,20,22,22,25
5,6,astart - ogsa,21,21,22,21,21
5,6,astart - optimised,20,25,22,22,30
6,6,astart - ogsa,22,21,24,24,21
6,6,astart - optimised,19,24,25,25,29
7,6,astart - ogsa,19,19,19,21,19
7,6,astart - optimised,16,21,19,19,26
8,6,astart - ogsa,24,24,25,24,22
8,6,astart - optimised,18,23,25,25,28
9,6,astart - ogsa,25,25,28,27,23
9,6,astart - optimised,16,21,28,28,26
10,6,astart - ogsa,19,19,21,21,17
10,6,astart - optimised,20,43,22,22,76
