Month,House,Attribute,0,1,2,3,4
0,1,demands,1000,100,4,1200,3500
0,1,durations,5,8,7,3,3
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,7000,0,1000,2000,4000
0,1,predecessors,0,-1,-1,-1,-1
0,1,successors,4,-1,-1,-1,-1
0,1,prec_delays,93,-1,-1,-1,-1
0,1,preferred_starts,45,82,41,3,61
1,1,astart - ogsa,43,15,41,9,60
1,1,astart - Gecode,16,15,41,9,21
1,1,astart - Gurobi,16,16,41,9,21
2,1,astart - ogsa,45,6,41,6,66
2,1,astart - Gecode,16,6,41,6,21
2,1,astart - Gurobi,16,6,41,6,21
0,2,demands,350,130,6000,2200,120
0,2,durations,3,3,1,1,4
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,3000,6000,5000,10000,1000
0,2,predecessors,3,-1,-1,-1,-1
0,2,successors,4,-1,-1,-1,-1
0,2,prec_delays,110,-1,-1,-1,-1
0,2,preferred_starts,105,90,59,24,90
1,2,astart - ogsa,108,90,60,24,77
1,2,astart - Gecode,108,90,60,24,77
1,2,astart - Gurobi,108,90,60,24,77
2,2,astart - ogsa,105,87,59,24,84
2,2,astart - Gecode,105,87,59,24,84
2,2,astart - Gurobi,105,87,59,24,84
0,3,demands,1000,2000,148,11,1000
0,3,durations,3,5,1,4,1
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,6000,6000,7000,7000,9000
0,3,predecessors,0,1,-1,-1,-1
0,3,successors,3,4,-1,-1,-1
0,3,prec_delays,16,63,-1,-1,-1
0,3,preferred_starts,1,37,56,8,136
1,3,astart - ogsa,1,19,56,8,80
1,3,astart - Gecode,1,58,56,8,126
1,3,astart - Gurobi,1,58,56,8,126
2,3,astart - ogsa,6,19,56,9,86
2,3,astart - Gecode,6,67,56,9,135
2,3,astart - Gurobi,6,67,56,9,135
