Month,House,Attribute,0,1,2,3,4
0,1,demands,148,93,900,900,62
0,1,durations,2,4,3,5,2
0,1,preferred_starts,44,24,11,56,115
0,1,earliest_starts,0,0,0,0,0
0,1,latest_ends,143,143,143,143,143
0,1,care_factors,7200,0,8100,4500,5400
0,1,predecessors,2,-1,-1,-1,-1
0,1,successors,4,-1,-1,-1,-1
0,1,prec_delays,64,-1,-1,-1,-1
1,1,astart - ogsa,44,16,11,56,116
1,1,astart - Gecode,44,15,11,56,78
1,1,astart - Gurobi,44,15,11,56,78
2,1,astart - ogsa,44,6,11,56,114
2,1,astart - Gecode,44,6,11,56,78
2,1,astart - Gurobi,44,6,11,56,78
0,2,demands,2400,50,700,1200,2300
0,2,durations,3,1,6,4,8
0,2,preferred_starts,123,83,132,51,44
0,2,earliest_starts,0,0,0,0,0
0,2,latest_ends,143,143,143,143,143
0,2,care_factors,2700,5400,9000,8100,5400
0,2,predecessors,0,-1,-1,-1,-1
0,2,successors,2,-1,-1,-1,-1
0,2,prec_delays,75,-1,-1,-1,-1
1,2,astart - ogsa,129,83,132,51,16
1,2,astart - Gecode,129,83,132,51,16
1,2,astart - Gurobi,129,83,132,51,16
2,2,astart - ogsa,135,83,131,51,16
2,2,astart - Gecode,129,83,132,51,16
2,2,astart - Gurobi,129,83,132,51,16
0,3,demands,11,120,1000,700,120
0,3,durations,2,5,4,9,6
0,3,preferred_starts,107,51,110,69,133
0,3,earliest_starts,0,0,0,0,0
0,3,latest_ends,143,143,143,143,143
0,3,care_factors,7200,0,2700,6300,900
0,3,predecessors,1,-1,-1,-1,-1
0,3,successors,2,-1,-1,-1,-1
0,3,prec_delays,46,-1,-1,-1,-1
1,3,astart - ogsa,107,15,129,69,132
1,3,astart - Gecode,107,123,128,69,132
1,3,astart - Gurobi,107,123,128,69,132
2,3,astart - ogsa,107,6,129,69,133
2,3,astart - Gecode,107,129,134,69,133
2,3,astart - Gurobi,107,129,134,69,133
0,4,demands,30,15,1200,100,300
0,4,durations,3,1,4,8,1
0,4,preferred_starts,105,137,80,63,9
0,4,earliest_starts,0,0,0,0,0
0,4,latest_ends,143,143,143,143,143
0,4,care_factors,6300,7200,9000,8100,8100
0,4,predecessors,-1,-1,-1,-1,-1
0,4,successors,-1,-1,-1,-1,-1
0,4,prec_delays,-1,-1,-1,-1,-1
1,4,astart - ogsa,108,137,77,63,9
1,4,astart - Gecode,108,137,77,63,9
1,4,astart - Gurobi,108,137,77,63,9
2,4,astart - ogsa,105,137,74,63,9
2,4,astart - Gecode,105,137,74,63,9
2,4,astart - Gurobi,105,137,74,63,9
0,5,demands,2400,350,600,2400,1700
0,5,durations,7,2,3,2,6
0,5,preferred_starts,65,75,80,85,61
0,5,earliest_starts,0,0,0,0,0
0,5,latest_ends,143,143,143,143,143
0,5,care_factors,3600,8100,1800,5400,900
0,5,predecessors,-1,-1,-1,-1,-1
0,5,successors,-1,-1,-1,-1,-1
0,5,prec_delays,-1,-1,-1,-1,-1
1,5,astart - ogsa,17,75,75,76,18
1,5,astart - Gecode,17,75,75,76,18
1,5,astart - Gurobi,17,75,75,76,18
2,5,astart - ogsa,6,75,75,85,6
2,5,astart - Gecode,6,75,75,85,6
2,5,astart - Gurobi,6,75,75,85,6
0,6,demands,45,2,100,50,1700
0,6,durations,2,3,4,3,8
0,6,preferred_starts,72,123,8,71,1
0,6,earliest_starts,0,0,0,0,0
0,6,latest_ends,143,143,143,143,143
0,6,care_factors,9000,9000,3600,2700,8100
0,6,predecessors,0,-1,-1,-1,-1
0,6,successors,1,-1,-1,-1,-1
0,6,prec_delays,27,-1,-1,-1,-1
1,6,astart - ogsa,72,123,8,71,9
1,6,astart - Gecode,79,108,8,71,9
1,6,astart - Gurobi,79,108,8,71,9
2,6,astart - ogsa,72,123,8,71,4
2,6,astart - Gecode,73,102,8,71,4
2,6,astart - Gurobi,73,102,8,71,4
0,7,demands,52,120,350,1,1
0,7,durations,2,1,2,1,5
0,7,preferred_starts,114,59,65,16,86
0,7,earliest_starts,0,0,0,0,0
0,7,latest_ends,143,143,143,143,143
0,7,care_factors,4500,9000,9000,9000,3600
0,7,predecessors,1,1,-1,-1,-1
0,7,successors,2,4,-1,-1,-1
0,7,prec_delays,80,20,-1,-1,-1
1,7,astart - ogsa,114,59,65,16,86
1,7,astart - Gecode,114,59,65,16,80
1,7,astart - Gurobi,114,59,65,16,80
2,7,astart - ogsa,114,59,65,16,86
2,7,astart - Gecode,114,59,65,16,80
2,7,astart - Gurobi,114,59,65,16,80
0,8,demands,600,35,2400,1200,600
0,8,durations,4,5,1,2,7
0,8,preferred_starts,21,107,123,126,43
0,8,earliest_starts,0,0,0,0,0
0,8,latest_ends,143,143,143,143,143
0,8,care_factors,900,7200,900,9000,8100
0,8,predecessors,0,2,-1,-1,-1
0,8,successors,1,3,-1,-1,-1
0,8,prec_delays,114,43,-1,-1,-1
1,8,astart - ogsa,20,108,129,127,43
1,8,astart - Gecode,20,108,123,126,43
1,8,astart - Gurobi,20,108,123,126,43
2,8,astart - ogsa,6,107,135,127,43
2,8,astart - Gecode,6,107,123,126,43
2,8,astart - Gurobi,6,107,123,126,43
0,9,demands,2400,55,3500,50,35
0,9,durations,2,3,4,3,5
0,9,preferred_starts,67,77,83,90,39
0,9,earliest_starts,0,0,0,0,0
0,9,latest_ends,143,143,143,143,143
0,9,care_factors,9000,2700,9000,9000,5400
0,9,predecessors,0,-1,-1,-1,-1
0,9,successors,2,-1,-1,-1,-1
0,9,prec_delays,129,-1,-1,-1,-1
1,9,astart - ogsa,67,77,75,90,39
1,9,astart - Gecode,67,77,75,90,39
1,9,astart - Gurobi,67,77,75,90,39
2,9,astart - ogsa,67,77,74,90,39
2,9,astart - Gecode,67,77,74,90,39
2,9,astart - Gurobi,67,77,74,90,39
0,10,demands,300,93,100,700,4
0,10,durations,3,4,1,6,5
0,10,preferred_starts,61,12,20,76,68
0,10,earliest_starts,0,0,0,0,0
0,10,latest_ends,143,143,143,143,143
0,10,care_factors,1800,6300,5400,8100,1800
0,10,predecessors,2,0,-1,-1,-1
0,10,successors,3,4,-1,-1,-1
0,10,prec_delays,78,132,-1,-1,-1
1,10,astart - ogsa,60,12,20,75,68
1,10,astart - Gecode,60,12,20,75,68
1,10,astart - Gurobi,60,12,20,75,68
2,10,astart - ogsa,61,12,20,72,68
2,10,astart - Gecode,61,12,20,72,68
2,10,astart - Gurobi,61,12,20,72,68
0,11,demands,6000,55,2400,2,72
0,11,durations,1,7,1,3,3
0,11,preferred_starts,106,128,114,74,125
0,11,earliest_starts,0,0,0,0,0
0,11,latest_ends,143,143,143,143,143
0,11,care_factors,4500,6300,9000,900,1800
0,11,predecessors,0,-1,-1,-1,-1
0,11,successors,4,-1,-1,-1,-1
0,11,prec_delays,24,-1,-1,-1,-1
1,11,astart - ogsa,129,128,114,74,125
1,11,astart - Gecode,129,128,114,74,130
1,11,astart - Gurobi,129,128,114,74,130
2,11,astart - ogsa,106,128,114,74,125
2,11,astart - Gecode,106,128,114,74,125
2,11,astart - Gurobi,106,128,114,74,125
0,12,demands,2400,120,1700,210,900
0,12,durations,6,7,4,3,3
0,12,preferred_starts,0,65,12,39,88
0,12,earliest_starts,0,0,0,0,0
0,12,latest_ends,143,143,143,143,143
0,12,care_factors,900,5400,5400,3600,6300
0,12,predecessors,-1,-1,-1,-1,-1
0,12,successors,-1,-1,-1,-1,-1
0,12,prec_delays,-1,-1,-1,-1,-1
1,12,astart - ogsa,15,65,12,39,78
1,12,astart - Gecode,15,65,12,39,78
1,12,astart - Gurobi,15,65,12,39,78
2,12,astart - ogsa,6,65,6,39,84
2,12,astart - Gecode,6,65,6,39,84
2,12,astart - Gurobi,6,65,6,39,84
0,13,demands,3600,1000,120,2400,2000
0,13,durations,4,13,2,6,5
0,13,preferred_starts,5,12,65,132,44
0,13,earliest_starts,0,0,0,0,0
0,13,latest_ends,143,143,143,143,143
0,13,care_factors,2700,9000,0,900,9000
0,13,predecessors,0,1,1,-1,-1
0,13,successors,2,3,4,-1,-1
0,13,prec_delays,0,100,2,-1,-1
1,13,astart - ogsa,9,12,15,17,25
1,13,astart - Gecode,9,9,13,22,22
1,13,astart - Gurobi,9,9,13,22,22
2,13,astart - ogsa,6,12,7,5,21
2,13,astart - Gecode,6,6,10,19,21
2,13,astart - Gurobi,6,6,10,19,21
0,14,demands,2400,700,15,56,38
0,14,durations,4,2,2,1,1
0,14,preferred_starts,61,121,85,28,142
0,14,earliest_starts,0,0,0,0,0
0,14,latest_ends,143,143,143,143,143
0,14,care_factors,4500,1800,2700,9000,3600
0,14,predecessors,0,0,-1,-1,-1
0,14,successors,1,2,-1,-1,-1
0,14,prec_delays,99,106,-1,-1,-1
1,14,astart - ogsa,20,129,87,28,142
1,14,astart - Gecode,20,123,87,28,142
1,14,astart - Gurobi,20,123,87,28,142
2,14,astart - ogsa,20,129,85,28,142
2,14,astart - Gecode,20,123,85,28,142
2,14,astart - Gurobi,20,123,85,28,142
0,15,demands,2400,500,550,1700,75
0,15,durations,1,3,1,7,2
0,15,preferred_starts,106,76,65,62,3
0,15,earliest_starts,0,0,0,0,0
0,15,latest_ends,143,143,143,143,143
0,15,care_factors,5400,900,2700,7200,5400
0,15,predecessors,-1,-1,-1,-1,-1
0,15,successors,-1,-1,-1,-1,-1
0,15,prec_delays,-1,-1,-1,-1,-1
1,15,astart - ogsa,108,75,65,20,3
1,15,astart - Gecode,108,75,65,20,3
1,15,astart - Gurobi,108,75,65,20,3
2,15,astart - ogsa,106,75,66,17,3
2,15,astart - Gecode,106,75,66,17,3
2,15,astart - Gurobi,106,75,66,17,3
0,16,demands,400,100,1500,100,300
0,16,durations,2,2,3,6,6
0,16,preferred_starts,127,126,100,10,122
0,16,earliest_starts,0,0,0,0,0
0,16,latest_ends,143,143,143,143,143
0,16,care_factors,4500,9000,3600,5400,3600
0,16,predecessors,3,-1,-1,-1,-1
0,16,successors,4,-1,-1,-1,-1
0,16,prec_delays,126,-1,-1,-1,-1
1,16,astart - ogsa,127,126,129,10,122
1,16,astart - Gecode,127,126,129,10,122
1,16,astart - Gurobi,127,126,129,10,122
2,16,astart - ogsa,127,126,102,10,122
2,16,astart - Gecode,127,126,102,10,122
2,16,astart - Gurobi,127,126,102,10,122
0,17,demands,2200,15,72,2400,50
0,17,durations,1,4,2,2,4
